file,output 0,output 1,flag,username,timestamp
"{""path"":""flagged/file/0ac361ee274556c50602/00191-3277304400.png"",""url"":""http://127.0.0.1:7861/file=/tmp/gradio/2a423057525018f5abe1a9e650bc5b7f06254d8b/00191-3277304400.png"",""size"":617170,""orig_name"":""00191-3277304400.png"",""mime_type"":""""}",3D Model Generated Successfully,"{""path"":""flagged/output 1/dabf930efb7a0bc9dbdc/38208d81-44ed-42af-b310-0975a25c2b98.glb"",""url"":null,""size"":null,""orig_name"":""38208d81-44ed-42af-b310-0975a25c2b98.glb"",""mime_type"":null}",,,2024-06-09 16:45:35.387539
